Transaction_Number,Error_Type,Amount,Layer1_Classification,ML_Probability,Threshold_Used,Distance_From_Threshold,Reason
32116,False Positive,500.91,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.34 > 6
133195,False Positive,11.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.02 > 6
163997,False Positive,44.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.54 > 6
222406,False Positive,29.01,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.65 > 6
87078,False Positive,2.28,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.82 > 6
238905,False Positive,478.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.01 > 6
153433,False Positive,48.09,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.44 > 6
229859,False Positive,2687.48,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 9.33 > 6
36045,False Positive,628.75,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.37 > 6
267199,False Positive,2.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
177909,False Positive,15.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.89 > 6
149844,False Positive,50.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 6.18 > 6
13608,False Positive,209.88,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.26 > 6
266628,False Positive,1369.73,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
95021,False Positive,1510.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.41 > 6
208287,False Positive,1542.86,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.02 > 6
55188,False Positive,2216.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
225367,False Positive,10.59,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.87 > 6
65065,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
80938,False Positive,36.68,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
154856,False Positive,17.72,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 11 >= 5
198277,False Positive,1.5,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.70 > 6
204811,False Positive,2000.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
196127,False Positive,1882.92,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
280114,False Positive,0.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
173653,False Positive,152.65,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 11.13 > 6
105346,False Positive,8.96,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.92 > 6
224100,False Positive,176.56,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 10.76 > 6
216568,False Positive,15.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 7.06 > 6
233220,False Positive,1.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.93 > 6
205615,False Positive,35.48,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.08 > 6
237875,False Positive,102.26,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.15 > 6
60824,False Positive,30.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.15 > 6
264145,False Positive,8.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 10.09 > 6
49167,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.94 > 6
68120,False Positive,4249.73,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 14.70 > 6
156740,False Positive,39.46,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.37 > 6
68464,False Positive,182.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
266998,False Positive,9.85,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 9.05 > 6
52524,False Positive,3050.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 8.76 > 6
144686,False Positive,5268.04,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 7.78 > 6
78533,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.28 > 6
172829,False Positive,11.8,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.09 > 6
18115,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
164896,False Positive,10.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
220379,False Positive,1020.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.04 > 6
21252,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 9.71 > 6
42899,False Positive,9.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.20 > 6
246588,False Positive,0.23,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
276522,False Positive,60.75,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 9.79 > 6
72963,False Positive,50.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
7277,False Positive,68.46,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 16.27 > 6
174359,False Positive,739.47,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.04 > 6
44387,False Positive,160.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.16 > 6
172179,False Positive,1156.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.03 > 6
86144,False Positive,7.6,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
59253,False Positive,15.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 7.88 > 6
42798,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
184874,False Positive,1800.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
118587,False Positive,99.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.68 > 6
58206,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
55616,False Positive,0.9,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
7574,False Positive,500.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 8.45 > 6
212703,False Positive,1500.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 14.75 > 6
29685,False Positive,1599.9,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.78 > 6
73974,False Positive,23.2,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
117852,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.52 > 6
45319,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.58 > 6
62938,False Positive,1923.18,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.42 > 6
134315,False Positive,1090.58,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.28 > 6
171755,False Positive,4.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 14.04 > 6
254122,False Positive,828.36,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
118361,False Positive,3763.67,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 7.85 > 6
190112,False Positive,6.16,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.65 > 6
38525,False Positive,200.4,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
2475,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
149251,False Positive,45.36,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.23 > 6
63776,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.97 > 6
3443,False Positive,9.81,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
75943,False Positive,2.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.43 > 6
221816,False Positive,1422.95,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
257701,False Positive,0.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 6.43 > 6
138706,False Positive,305.25,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.01 > 6
90220,False Positive,2682.28,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 8.54 > 6
21586,False Positive,3463.6,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V6: 6.38 > 6
176111,False Positive,123.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.53 > 6
9087,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
272747,False Positive,25.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.87 > 6
102898,False Positive,70.46,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 9.29 > 6
22987,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
154986,False Positive,3774.7,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.28 > 6
276990,False Positive,50.52,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 9.08 > 6
277043,False Positive,0.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.77 > 6
227165,False Positive,10.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 8.04 > 6
162719,False Positive,0.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
39654,False Positive,8.95,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.89 > 6
215024,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.77 > 6
148726,False Positive,12.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
61172,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.78 > 6
282801,False Positive,35.5,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.40 > 6
172223,False Positive,3352.44,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.84 > 6
28558,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.15 > 6
60463,False Positive,144.88,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
240294,False Positive,11.5,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
105026,False Positive,3152.32,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 11.15 > 6
104156,False Positive,13.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
1624,False Positive,17.74,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.28 > 6
92781,False Positive,48.96,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
274697,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
168344,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 8.20 > 6
182139,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.21 > 6
84915,False Positive,24.95,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.34 > 6
168823,False Positive,470.11,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 8.13 > 6
264600,False Positive,2.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 8.21 > 6
277489,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.78 > 6
152936,False Positive,1888.43,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
233963,False Positive,11.28,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.18 > 6
116281,False Positive,25.44,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
67046,False Positive,1600.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
33480,False Positive,2543.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 8.05 > 6
82875,False Positive,1.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 14.10 > 6
85891,False Positive,381.81,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.59 > 6
76273,False Positive,488.75,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 9.80 > 6
119688,False Positive,152.38,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 8.67 > 6
259714,False Positive,38.11,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.35 > 6
196151,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
143156,False Positive,54.61,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.61 > 6
271403,False Positive,0.95,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
50614,False Positive,1550.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
254831,False Positive,3.85,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
190986,False Positive,340.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
29667,False Positive,3526.23,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.66 > 6
77360,False Positive,9.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.27 > 6
88138,False Positive,0.68,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.35 > 6
2792,False Positive,85.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.05 > 6
72933,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.20 > 6
131459,False Positive,1741.26,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.30 > 6
53629,False Positive,256.75,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
250855,False Positive,1732.57,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 7.25 > 6
65126,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
186006,False Positive,2.9,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 8.73 > 6
239060,False Positive,30.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 7.28 > 6
48406,False Positive,99.55,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
248360,False Positive,8.93,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 9.02 > 6
168556,False Positive,500.94,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.17 > 6
251278,False Positive,1266.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
72213,False Positive,173.71,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 8.31 > 6
203843,False Positive,56.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 7.68 > 6
63146,False Positive,9.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
54317,False Positive,10.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
278281,False Positive,3.78,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 9.00 > 6
82619,False Positive,882.59,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 9.28 > 6
73080,False Positive,1897.72,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.80 > 6
60212,False Positive,95.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.91 > 6
175260,False Positive,1953.12,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.27 > 6
48973,False Positive,3.75,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.39 > 6
212339,False Positive,282.98,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
207157,False Positive,789.69,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
65910,False Positive,211.4,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 9.17 > 6
67025,False Positive,473.17,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
104195,False Positive,833.47,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 6.64 > 6
207516,False Positive,1.23,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.54 > 6
52738,False Positive,1.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 12.04 > 6
170110,False Positive,25.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.87 > 6
152312,False Positive,27.94,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
107617,False Positive,122.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
215121,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.04 > 6
278335,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.94 > 6
137730,False Positive,14.23,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.72 > 6
47472,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 6.00 > 6
206746,False Positive,2282.2,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
186467,False Positive,31.39,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.76 > 6
97300,False Positive,1465.93,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
203273,False Positive,2206.24,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
47924,False Positive,1230.46,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
109020,False Positive,0.76,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 10.09 > 6
243342,False Positive,1003.22,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
273365,False Positive,0.9,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
159155,False Positive,0.87,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
67550,False Positive,73.24,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.13 > 6
39973,False Positive,1656.24,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 10.51 > 6
104905,False Positive,1.54,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 7.35 > 6
284517,False Positive,4.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.79 > 6
220090,False Positive,5964.95,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 19.40 > 6
59084,False Positive,1.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 11.73 > 6
177915,False Positive,474.11,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 10.82 > 6
263584,False Positive,173.81,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.39 > 6
219864,False Positive,93.54,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
91792,False Positive,377.26,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 9.14 > 6
125442,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 9.06 > 6
12976,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.39 > 6
19127,False Positive,2044.02,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.76 > 6
65870,False Positive,0.11,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
154429,False Positive,3026.52,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 9.97 > 6
263405,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
220959,False Positive,0.74,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
200226,False Positive,46.73,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 6.16 > 6
227397,False Positive,255.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 9.06 > 6
265430,False Positive,1.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 10.86 > 6
159151,False Positive,0.87,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
210126,False Positive,6.03,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
36900,False Positive,14.4,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 9.98 > 6
133054,False Positive,0.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V24: 6.53 > 6
279790,False Positive,179.4,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
2059,False Positive,68.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
123525,False Positive,49.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
159173,False Positive,0.87,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.21 > 6
84867,False Positive,118.7,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
173099,False Positive,256.96,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.84 > 6
25481,False Positive,36.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.19 > 6
120443,False Positive,1.54,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 7.43 > 6
158822,False Positive,75.86,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.38 > 6
155613,False Positive,1605.57,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.37 > 6
23980,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.70 > 6
208173,False Positive,30.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.72 > 6
267771,False Positive,0.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.53 > 6
6410,False Positive,2.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.37 > 6
21570,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.95 > 6
127475,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.18 > 6
282578,False Positive,208.18,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
37979,False Positive,49.74,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
173351,False Positive,152.65,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 10.75 > 6
238256,False Positive,538.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 11.35 > 6
38533,False Positive,1.75,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.15 > 6
125801,False Positive,795.56,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.22 > 6
183940,False Positive,600.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.20 > 6
232231,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
94586,False Positive,46.32,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 7.27 > 6
95163,False Positive,1.54,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.01 > 6
24832,False Positive,4.49,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.44 > 6
76683,False Positive,152.83,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 10.78 > 6
257904,False Positive,11.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
218366,False Positive,126.39,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 7.80 > 6
35076,False Positive,30.24,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.08 > 6
71501,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.85 > 6
50566,False Positive,181.43,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.14 > 6
5526,False Positive,100.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 11.55 > 6
184844,False Positive,682.72,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 14.62 > 6
30672,False Positive,9.68,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 9.31 > 6
271744,False Positive,0.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.69 > 6
238052,False Positive,1.31,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
262847,False Positive,296.6,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
207428,False Positive,10.28,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
93184,False Positive,797.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.46 > 6
242871,False Positive,9.85,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.81 > 6
219869,False Positive,27.54,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.24 > 6
78788,False Positive,1977.64,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
231924,False Positive,1.85,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.79 > 6
222707,False Positive,14.68,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
63470,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 6.17 > 6
269528,False Positive,2289.2,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
37814,False Positive,49.74,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
67842,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.25 > 6
18125,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.54 > 6
262511,False Positive,114.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
2963,False Positive,544.62,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 7.75 > 6
91571,False Positive,39.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.49 > 6
66293,False Positive,4.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 10.28 > 6
222601,False Positive,113.3,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.23 > 6
122970,False Positive,8.78,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
20226,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 6.81 > 6
168892,False Positive,149.08,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.17 > 6
279238,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
66436,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.50 > 6
155061,False Positive,99.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
